Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,1,Not Graduate,No,83934,12736,73,180,1,Urban,Y
Male,Yes,3,Graduate,No,18191,58329,185,360,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,81056,51232,137,300,1,Urban,Y
Female,Yes,3,Graduate,No,117953,28438,153,180,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,38400,34085,53,300,1,Urban,Y
Male,Yes,0,Graduate,No,66056,16716,347,240,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,74267,42531,117,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,36301,23923,307,360,1,Urban,Y
Male,Yes,0,Graduate,No,78015,20375,87,480,1,Semiurban,Y
Female,Yes,1,Graduate,No,73876,10476,261,480,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,75015,35194,88,240,1,Urban,Y
Male,Yes,1,Not Graduate,No,111199,3792,334,360,0,Rural,N
Female,Yes,1,Graduate,No,44758,38899,212,240,1,Semiurban,Y
Male,Yes,3,Graduate,No,94881,19694,311,300,0,Urban,N
Female,No,2,Not Graduate,No,42303,851,249,300,1,Semiurban,Y
Female,Yes,0,Graduate,No,22152,55624,127,360,0,Urban,Y
Female,Yes,3,Not Graduate,Yes,85641,13208,264,180,1,Urban,Y
Female,Yes,0,Graduate,No,84896,27900,85,300,1,Rural,Y
Female,Yes,1,Graduate,No,36672,40056,219,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,89812,35964,178,360,0,Semiurban,Y
Male,Yes,1,Not Graduate,No,114374,5611,309,240,1,Semiurban,Y
Female,No,3,Graduate,Yes,91873,4531,223,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,36917,49714,243,120,1,Urban,Y
Male,Yes,2,Graduate,No,32369,7899,295,360,1,Urban,Y
Male,No,2,Graduate,No,69430,11809,260,240,1,Urban,Y
Male,No,1,Not Graduate,No,51848,3504,301,240,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,80682,27079,102,360,1,Rural,Y
Male,No,2,Graduate,No,115639,3385,90,240,1,Urban,Y
Female,No,1,Graduate,No,20645,14538,256,300,1,Urban,Y
Female,Yes,0,Graduate,Yes,13409,44924,303,360,1,Rural,Y
Female,Yes,3,Not Graduate,No,80599,46994,195,180,1,Urban,Y
Male,No,3,Not Graduate,No,117392,11043,84,360,1,Urban,Y
Female,Yes,2,Graduate,No,61089,24681,287,360,1,Urban,Y
Male,Yes,2,Not Graduate,No,93238,29592,218,300,0,Urban,N
Female,No,1,Graduate,No,35679,6847,60,300,1,Semiurban,Y
Male,No,0,Graduate,No,89120,6557,243,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,26153,18948,60,240,0,Rural,N
Female,Yes,0,Not Graduate,No,85892,57660,173,360,1,Rural,Y
Male,Yes,3,Graduate,Yes,96746,45078,199,240,0,Urban,N
Male,Yes,0,Not Graduate,No,55300,54486,275,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,85009,31792,117,480,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,21660,42424,239,180,1,Urban,Y
Male,Yes,1,Not Graduate,No,91456,23676,346,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,89247,27634,291,300,1,Semiurban,Y
Male,No,0,Graduate,No,99820,391,133,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,89071,29286,256,360,0,Urban,N
Female,Yes,0,Graduate,No,78349,39605,348,300,0,Semiurban,N
Female,Yes,0,Not Graduate,No,50930,8008,326,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,48547,12206,284,180,1,Urban,Y
Female,No,1,Graduate,Yes,55784,4137,285,360,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,28240,16551,245,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,27092,44300,59,360,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,37085,37730,160,360,1,Urban,Y
Female,Yes,3,Not Graduate,No,74671,45325,205,360,0,Rural,N
Male,No,1,Graduate,No,35762,6657,258,360,1,Rural,Y
Female,Yes,3,Not Graduate,No,63423,13607,323,180,1,Urban,Y
Female,Yes,2,Graduate,No,15568,39979,179,300,1,Rural,Y
Female,Yes,2,Graduate,No,117232,16282,181,480,1,Urban,Y
Male,Yes,1,Graduate,No,97478,2058,89,360,0,Semiurban,Y
Female,No,0,Graduate,Yes,100356,9653,133,360,1,Rural,Y
Female,Yes,1,Graduate,No,66888,39234,70,120,1,Urban,Y
Male,Yes,2,Graduate,No,13911,17850,112,480,1,Urban,Y
Female,Yes,0,Graduate,No,24215,42706,139,300,0,Semiurban,N
Male,No,0,Not Graduate,No,92681,5090,129,120,1,Urban,Y
Female,Yes,3,Graduate,No,106016,43809,139,360,0,Rural,N
Female,Yes,1,Graduate,No,82075,20114,82,360,0,Rural,N
Male,Yes,1,Graduate,Yes,45506,41585,269,300,0,Urban,N
Female,No,0,Graduate,Yes,111725,12440,327,240,0,Semiurban,N
Male,Yes,0,Graduate,No,119753,49392,312,360,1,Semiurban,Y
Male,No,2,Not Graduate,No,56518,14360,184,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,110034,42370,51,300,0,Urban,Y
Male,No,3,Graduate,No,116213,5457,87,240,1,Rural,Y
Female,Yes,1,Graduate,No,14419,24530,324,360,1,Urban,Y
Female,Yes,0,Graduate,No,22234,8594,80,300,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,89577,29775,161,360,1,Urban,Y
Male,Yes,0,Graduate,No,112115,39055,178,240,0,Urban,Y
Male,Yes,0,Graduate,No,33614,51093,157,180,1,Rural,Y
Female,Yes,0,Not Graduate,No,36765,38130,63,360,1,Urban,Y
Male,No,2,Graduate,No,15290,14640,219,360,1,Urban,Y
Female,No,2,Graduate,Yes,78190,4940,304,300,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,43843,39476,347,360,1,Urban,Y
Female,Yes,1,Graduate,No,83689,28828,321,480,1,Semiurban,Y
Male,Yes,1,Graduate,No,78812,15876,278,360,1,Rural,Y
Female,No,1,Graduate,No,80502,4790,256,360,1,Semiurban,Y
Female,No,0,Graduate,No,100986,12229,243,360,1,Urban,Y
Male,Yes,3,Not Graduate,No,58750,34105,281,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,28629,2991,179,300,0,Rural,N
Female,No,0,Graduate,No,46039,8732,178,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,47247,853,294,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,76002,59623,142,360,0,Urban,N
Female,Yes,1,Not Graduate,No,22820,41852,250,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,67089,24030,119,480,1,Semiurban,Y
Male,No,3,Not Graduate,No,97382,84,88,360,1,Rural,Y
Male,Yes,0,Not Graduate,No,19787,54992,302,240,0,Urban,N
Female,No,0,Not Graduate,No,15172,13153,201,180,0,Urban,N
Female,Yes,0,Not Graduate,No,108925,16523,193,300,1,Urban,Y
Female,Yes,1,Graduate,No,71392,34626,322,360,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,98599,16856,291,360,0,Semiurban,N
Male,No,2,Graduate,No,112584,6401,188,300,0,Semiurban,N
Female,Yes,1,Not Graduate,No,14790,58091,165,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,91063,5447,60,360,1,Semiurban,Y
Male,No,3,Graduate,No,64719,5152,133,240,1,Urban,Y
Female,No,0,Not Graduate,Yes,92198,13399,328,240,1,Rural,Y
Male,Yes,1,Not Graduate,No,46326,29273,227,240,1,Semiurban,Y
Female,No,0,Graduate,No,56760,1321,103,300,0,Rural,N
Male,Yes,2,Graduate,No,74219,52527,139,480,0,Semiurban,N
Male,Yes,3,Not Graduate,No,45847,36266,56,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,104024,57654,168,180,0,Semiurban,Y
Female,No,0,Graduate,No,104060,6630,314,180,1,Rural,Y
Female,No,3,Not Graduate,No,28868,1396,220,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,82009,26896,319,360,1,Rural,Y
Female,Yes,1,Graduate,No,52745,28031,331,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,88407,54696,341,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,62560,2228,164,360,0,Semiurban,N
Female,No,0,Graduate,No,92613,5782,81,360,1,Rural,Y
Female,Yes,2,Graduate,No,107472,43740,163,180,1,Urban,Y
Female,Yes,2,Graduate,No,59369,41853,226,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,87977,44792,58,300,1,Rural,Y
Male,Yes,2,Graduate,Yes,115752,59544,148,120,0,Semiurban,N
Female,No,1,Graduate,No,47928,13364,340,240,1,Semiurban,Y
Male,Yes,3,Graduate,No,111249,16307,195,300,1,Semiurban,Y
Male,No,1,Graduate,No,76326,12209,198,240,1,Urban,Y
Female,Yes,1,Graduate,No,107599,19781,317,300,1,Rural,Y
Male,Yes,0,Graduate,No,105003,38615,70,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,36542,22126,316,180,1,Rural,Y
Female,Yes,1,Graduate,No,25668,40820,276,480,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,64551,55365,255,360,1,Rural,Y
Female,Yes,0,Graduate,No,44445,24350,123,360,1,Urban,Y
Female,Yes,1,Graduate,No,58458,52794,275,240,1,Semiurban,Y
Male,Yes,1,Graduate,No,27077,14800,329,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,82865,11564,115,480,1,Urban,Y
Male,Yes,0,Graduate,No,44547,20264,105,300,1,Urban,Y
Female,Yes,0,Graduate,No,97955,7157,66,360,1,Rural,Y
Male,Yes,2,Not Graduate,No,87625,33190,170,480,1,Urban,Y
Male,Yes,0,Graduate,Yes,69991,32102,103,480,1,Semiurban,Y
Female,Yes,2,Graduate,No,101279,29549,194,240,1,Rural,Y
Male,No,0,Graduate,No,111180,8812,131,240,1,Rural,Y
Female,No,1,Not Graduate,No,110153,4840,66,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,28973,34385,57,480,1,Rural,Y
Female,Yes,3,Graduate,Yes,13068,23924,346,360,1,Urban,Y
Male,Yes,0,Graduate,No,71777,35263,128,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,18699,59529,147,120,1,Rural,Y
Male,No,1,Graduate,No,38878,14304,289,300,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,87816,36785,80,300,0,Semiurban,N
Male,Yes,0,Graduate,No,103034,38951,207,360,0,Semiurban,N
Female,Yes,1,Not Graduate,No,33953,46103,249,240,1,Rural,Y
Female,Yes,0,Graduate,No,18948,39936,122,360,1,Rural,Y
Female,Yes,1,Graduate,No,31465,58473,313,360,1,Semiurban,Y
Male,No,0,Graduate,No,84756,7999,237,240,1,Urban,Y
Female,Yes,2,Graduate,No,115480,57360,202,180,1,Urban,Y
Male,Yes,0,Graduate,No,92627,44710,99,240,0,Rural,N
Male,No,1,Graduate,Yes,94094,2649,312,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,34847,27583,144,360,1,Rural,Y
Female,No,2,Not Graduate,No,36300,350,78,360,1,Urban,Y
Male,Yes,3,Graduate,No,111967,43096,214,300,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,95402,27634,306,120,1,Urban,Y
Male,Yes,0,Graduate,Yes,114288,13832,244,360,1,Urban,Y
Female,No,2,Graduate,No,57213,1902,342,360,1,Semiurban,Y
Male,Yes,0,Graduate,No,59125,53006,292,360,0,Rural,N
Female,Yes,1,Graduate,No,19125,44970,322,240,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,105862,11317,263,240,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,100861,10091,130,240,1,Rural,Y
Female,No,1,Graduate,No,68717,9097,145,480,0,Urban,N
Female,Yes,1,Graduate,No,85065,21218,246,360,1,Semiurban,Y
Female,No,0,Not Graduate,No,33994,10778,255,300,0,Semiurban,N
Male,Yes,0,Graduate,No,96026,17368,224,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,49726,29826,53,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,75226,2645,268,360,1,Urban,Y
Male,Yes,1,Graduate,No,96533,28893,236,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,96893,9945,197,180,1,Semiurban,Y
Female,No,0,Graduate,Yes,102904,6183,276,360,1,Rural,Y
Male,Yes,2,Graduate,No,89742,34063,219,360,1,Rural,Y
Male,Yes,1,Graduate,No,91227,13467,206,360,1,Rural,Y
Male,No,1,Graduate,No,103830,8625,296,360,1,Rural,Y
Female,Yes,0,Graduate,Yes,93043,27148,212,240,1,Semiurban,Y
Male,Yes,0,Graduate,No,29585,27519,60,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,51582,22020,238,360,0,Semiurban,N
Female,Yes,3,Graduate,No,79613,5928,166,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,52245,7150,137,360,1,Rural,Y
Female,Yes,0,Graduate,No,79676,3656,142,240,1,Semiurban,Y
Male,No,3,Not Graduate,No,113117,3402,220,180,1,Semiurban,Y
Female,Yes,1,Graduate,No,72905,16805,67,180,1,Urban,Y
Female,Yes,1,Graduate,No,50895,17943,156,240,1,Urban,Y
Female,No,0,Graduate,No,21677,11638,256,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,106641,57399,95,240,1,Semiurban,Y
Female,No,0,Graduate,No,61981,8312,237,120,1,Rural,Y
Female,Yes,0,Graduate,No,30574,53867,175,300,1,Urban,Y
Male,Yes,3,Not Graduate,No,117220,53298,171,120,1,Urban,Y
Male,No,1,Graduate,No,81576,14954,119,300,0,Urban,Y
Female,Yes,1,Not Graduate,No,116164,59151,165,240,1,Urban,Y
Male,Yes,1,Graduate,No,84947,17080,157,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,76006,46624,156,360,0,Rural,N
Male,Yes,3,Not Graduate,No,62897,63,345,360,1,Urban,Y
Female,Yes,1,Graduate,No,101051,54969,250,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,77121,56711,118,240,1,Urban,Y
Female,Yes,0,Graduate,Yes,25767,56846,69,360,0,Semiurban,N
Male,No,0,Not Graduate,No,22293,12480,96,360,0,Urban,N
Male,No,0,Graduate,Yes,30928,3543,130,360,1,Rural,Y
Male,Yes,2,Graduate,No,55238,19526,119,180,1,Urban,Y
Female,Yes,0,Graduate,No,19304,988,63,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,20044,41988,350,360,1,Semiurban,Y
Male,Yes,2,Graduate,No,27279,41695,298,480,1,Urban,Y
Female,Yes,1,Graduate,Yes,112613,35216,282,300,0,Urban,N
Male,No,0,Graduate,No,17209,9788,77,300,0,Urban,N
Male,Yes,3,Not Graduate,No,55825,27726,290,360,1,Urban,Y
Male,Yes,1,Graduate,No,99623,35730,342,300,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,68646,10890,131,240,0,Rural,N
Male,Yes,2,Graduate,No,54654,11573,133,240,1,Urban,Y
Male,Yes,0,Graduate,No,119242,55802,71,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,32295,16491,239,300,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,16535,18320,262,480,1,Semiurban,Y
Male,Yes,3,Graduate,No,37788,56299,225,360,0,Rural,N
Male,Yes,1,Graduate,No,59868,51626,90,360,0,Semiurban,Y
Female,Yes,0,Graduate,No,85582,31602,235,360,1,Semiurban,Y
Male,Yes,3,Graduate,No,103506,44623,147,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,63618,44647,283,240,1,Rural,Y
Male,No,0,Graduate,No,96714,6239,235,120,1,Urban,Y
Male,Yes,0,Not Graduate,No,98584,44,138,300,1,Semiurban,Y
Female,No,0,Graduate,No,110360,14323,238,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,78505,1715,341,360,0,Semiurban,N
Female,Yes,0,Graduate,No,34351,55139,197,360,1,Urban,Y
Male,Yes,0,Not Graduate,No,30380,26737,84,240,1,Rural,Y
Male,Yes,0,Not Graduate,No,36912,52093,111,120,1,Semiurban,Y
Female,Yes,2,Graduate,No,108620,23930,173,360,0,Semiurban,Y
Male,Yes,1,Graduate,No,48128,38434,277,240,1,Urban,Y
Female,Yes,2,Graduate,No,66208,41107,169,120,0,Semiurban,Y
Female,Yes,2,Graduate,No,26304,8860,200,480,0,Semiurban,N
Male,Yes,1,Graduate,Yes,26741,48423,310,300,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,114140,47388,81,300,1,Semiurban,Y
Female,No,0,Graduate,No,39263,266,262,240,0,Urban,N
Male,Yes,0,Not Graduate,No,39124,4917,64,360,1,Urban,Y
Male,Yes,1,Graduate,No,62729,27214,57,360,1,Rural,Y
Male,Yes,0,Graduate,No,55533,26420,60,360,1,Semiurban,Y
Female,Yes,2,Graduate,No,82763,25446,108,180,1,Urban,Y
Female,Yes,2,Not Graduate,No,110488,24234,148,240,1,Urban,Y
Female,No,0,Graduate,No,77392,3060,212,300,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,31009,21096,66,360,0,Urban,N
Male,Yes,0,Graduate,No,16519,48476,269,360,1,Rural,Y
Male,No,1,Graduate,Yes,88325,12048,344,240,1,Rural,Y
Male,No,2,Graduate,Yes,118343,9749,308,180,0,Rural,N
Female,No,0,Not Graduate,Yes,103855,13849,144,360,1,Rural,Y
Male,Yes,1,Not Graduate,No,116926,23327,185,360,1,Urban,Y
Male,Yes,1,Graduate,No,81801,46519,271,360,0,Rural,N
Female,Yes,3,Graduate,Yes,112392,11210,339,360,1,Rural,Y
Male,No,0,Graduate,No,77232,10117,314,240,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,19052,32985,164,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,35385,3588,337,240,1,Semiurban,Y
Male,No,1,Graduate,Yes,31795,9660,216,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,88864,27739,106,480,0,Urban,N
Female,Yes,0,Graduate,No,98283,42939,294,300,1,Rural,Y
Male,No,1,Not Graduate,No,118984,9555,227,120,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,96618,1737,68,300,0,Semiurban,N
Male,Yes,0,Graduate,No,18285,45340,308,360,1,Rural,Y
Female,No,3,Graduate,Yes,87223,12268,197,360,0,Urban,N
Female,Yes,0,Graduate,No,95321,49256,349,360,1,Urban,Y
Male,No,1,Graduate,No,92124,14374,324,240,1,Urban,Y
Male,Yes,2,Graduate,No,85857,54625,97,480,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,48579,12338,302,300,0,Semiurban,N
Male,Yes,1,Graduate,No,29337,58532,140,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,76972,19079,334,300,0,Rural,N
Female,No,3,Not Graduate,No,21831,14558,211,240,1,Rural,Y
Female,Yes,1,Graduate,Yes,25717,11192,79,300,1,Rural,Y
Male,Yes,1,Not Graduate,Yes,44647,41550,123,360,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,101831,40273,62,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,63936,17087,209,240,1,Urban,Y
Female,No,2,Not Graduate,No,68907,10598,122,180,1,Semiurban,Y
Female,Yes,0,Graduate,No,115757,56177,69,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,55396,38320,122,480,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,93888,37757,161,360,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,35098,15288,327,240,1,Urban,Y
Female,Yes,0,Graduate,No,100585,50348,275,480,1,Semiurban,Y
Male,Yes,2,Graduate,No,41192,50981,289,360,1,Rural,Y
Male,Yes,0,Graduate,No,14102,853,131,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,22278,20797,85,360,0,Urban,N
Female,Yes,2,Not Graduate,No,65595,2898,95,120,0,Semiurban,N
Female,Yes,1,Graduate,No,52689,8482,239,360,1,Urban,Y
Male,Yes,0,Graduate,No,94307,43190,203,360,1,Urban,Y
Male,No,1,Graduate,No,38016,12230,179,300,0,Urban,N
Male,Yes,3,Graduate,No,17708,9007,257,360,0,Urban,N
Male,No,0,Not Graduate,Yes,14182,7639,103,360,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,105164,50144,165,480,1,Rural,Y
Female,Yes,1,Graduate,No,109500,16480,227,240,1,Urban,Y
Female,Yes,0,Graduate,No,104862,20156,124,360,1,Rural,Y
Female,Yes,2,Graduate,No,58602,54137,80,360,0,Semiurban,Y
Female,Yes,3,Graduate,Yes,54054,12459,213,300,0,Semiurban,N
Female,No,2,Graduate,No,40478,6374,84,240,0,Semiurban,N
Male,No,2,Graduate,No,41346,2454,211,300,1,Semiurban,Y
Male,No,0,Graduate,No,56829,1231,277,360,1,Semiurban,Y
Female,Yes,0,Graduate,No,63251,1932,90,300,1,Urban,Y
Female,Yes,3,Graduate,No,89092,10163,217,300,1,Urban,Y
Female,No,2,Graduate,Yes,80194,4086,335,300,1,Urban,Y
Male,Yes,0,Not Graduate,No,49109,22580,108,360,1,Semiurban,Y
Male,No,1,Not Graduate,No,58671,13068,270,480,1,Urban,Y
Female,Yes,1,Graduate,No,56702,44185,182,120,1,Semiurban,Y
Male,Yes,1,Graduate,No,98075,19555,136,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,58930,33051,152,360,0,Semiurban,Y
Male,Yes,1,Graduate,No,102601,57265,134,360,1,Rural,Y
Female,No,0,Not Graduate,No,58292,12604,315,240,1,Semiurban,Y
Female,Yes,0,Graduate,No,73099,58889,172,360,1,Rural,Y
Male,No,0,Graduate,No,46017,13437,324,360,1,Semiurban,Y
Female,No,3,Graduate,No,95397,10187,73,360,1,Urban,Y
Female,No,0,Graduate,No,72994,1697,107,300,1,Urban,Y
Male,Yes,1,Not Graduate,No,20516,48532,300,240,0,Rural,N
Male,No,2,Graduate,No,103579,10482,160,480,1,Rural,Y
Female,Yes,3,Graduate,No,52726,48937,253,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,77825,9084,142,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,84357,27761,275,120,1,Urban,Y
Female,Yes,0,Graduate,No,91912,9236,220,300,1,Urban,Y
Female,No,1,Graduate,No,114910,10161,146,240,1,Rural,Y
Male,Yes,0,Not Graduate,No,119254,49552,99,480,1,Urban,Y
Male,No,3,Graduate,No,55679,1380,277,180,1,Urban,Y
Male,Yes,1,Graduate,No,37876,54179,109,240,1,Urban,Y
Female,Yes,1,Graduate,No,33148,22857,215,480,0,Rural,N
Male,Yes,3,Graduate,No,118869,48022,95,120,1,Rural,Y
Female,Yes,2,Graduate,No,89170,43812,233,360,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,68176,34921,114,300,1,Urban,Y
Female,No,0,Graduate,No,37293,12871,252,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,51360,43847,209,360,0,Semiurban,N
Male,Yes,1,Not Graduate,No,114758,27034,279,360,1,Semiurban,Y
Female,No,2,Graduate,No,88095,4825,125,360,0,Rural,N
Male,Yes,0,Graduate,No,96187,49886,224,180,1,Semiurban,Y
Male,Yes,1,Graduate,No,27553,6186,120,480,1,Urban,Y
Male,Yes,2,Graduate,No,17365,6871,238,360,1,Rural,Y
Female,Yes,3,Graduate,No,68960,36622,81,360,0,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,54825,44705,188,360,1,Urban,Y
Male,Yes,3,Graduate,No,66563,63,233,300,1,Urban,Y
Male,Yes,3,Graduate,No,94753,48440,116,360,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,98238,3092,84,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,60315,37614,204,360,1,Urban,Y
Male,No,3,Graduate,No,26079,12391,92,300,0,Semiurban,N
Female,Yes,1,Graduate,No,94793,55353,150,360,0,Semiurban,Y
Male,Yes,3,Graduate,No,60708,12874,221,240,1,Rural,Y
Male,Yes,0,Not Graduate,No,109651,11323,207,360,0,Semiurban,N
Male,No,0,Graduate,Yes,65975,4526,332,360,1,Urban,Y
Male,Yes,1,Graduate,No,16140,55272,220,360,1,Semiurban,Y
Female,Yes,3,Graduate,No,86292,6432,50,240,1,Semiurban,Y
Female,No,1,Graduate,Yes,100880,5902,129,180,1,Rural,Y
Female,Yes,2,Graduate,No,91443,17067,123,360,1,Rural,Y
Male,Yes,3,Graduate,No,75447,33680,152,360,0,Semiurban,Y
Male,Yes,0,Graduate,No,32107,3391,238,480,1,Semiurban,Y
Female,Yes,0,Graduate,No,72129,36124,89,360,1,Urban,Y
Female,Yes,0,Graduate,No,109468,4711,333,180,1,Semiurban,Y
Male,Yes,0,Graduate,No,119446,23449,205,360,1,Rural,Y
Male,Yes,2,Graduate,Yes,107044,38185,195,360,1,Urban,Y
Male,Yes,1,Graduate,No,22265,17797,187,180,1,Rural,Y
Female,Yes,3,Graduate,No,28934,7940,220,180,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,42694,10325,178,360,1,Semiurban,Y
Female,No,0,Graduate,No,29264,2022,248,360,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,22094,4212,134,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,94004,25571,287,480,1,Semiurban,Y
Male,Yes,0,Graduate,No,63521,58387,136,240,1,Semiurban,Y
Female,Yes,1,Graduate,No,100333,56336,342,360,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,33208,34387,85,300,1,Urban,Y
Female,Yes,0,Graduate,No,73192,18788,112,480,0,Urban,N
Male,No,3,Graduate,No,87047,8338,93,300,1,Semiurban,Y
Female,No,2,Graduate,No,44350,10271,212,180,1,Urban,Y
Female,Yes,2,Graduate,No,34488,37127,323,180,1,Rural,Y
Male,Yes,1,Graduate,No,25941,42845,174,360,1,Urban,Y
Female,No,1,Graduate,No,25984,4767,235,480,0,Urban,N
Female,Yes,0,Not Graduate,No,20564,14392,58,120,1,Urban,Y
Female,Yes,0,Graduate,No,96173,31334,307,360,1,Rural,Y
Female,Yes,3,Graduate,Yes,74707,31080,62,480,1,Urban,Y
Female,Yes,1,Not Graduate,No,88507,48236,315,480,1,Urban,Y
Female,Yes,0,Graduate,No,70698,45284,272,360,1,Urban,Y
Male,No,2,Graduate,No,78326,430,70,300,0,Semiurban,Y
Female,Yes,0,Not Graduate,No,36119,8397,73,180,1,Rural,Y
Female,No,3,Graduate,Yes,103710,6051,341,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,No,26641,26626,88,300,1,Rural,Y
Female,Yes,0,Not Graduate,No,17199,31964,108,180,0,Rural,N
Female,No,2,Graduate,No,71461,2103,172,360,0,Semiurban,Y
Female,Yes,3,Graduate,Yes,64735,19754,116,240,0,Semiurban,N
Female,Yes,1,Graduate,No,61325,48546,347,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,15022,23394,285,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,108114,31938,183,360,1,Urban,Y
Female,No,1,Not Graduate,No,68068,854,196,300,1,Rural,Y
Female,Yes,1,Graduate,Yes,34124,48485,300,360,1,Urban,Y
Female,Yes,1,Graduate,No,50231,24569,114,300,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,66446,32473,217,360,1,Urban,Y
Female,Yes,2,Graduate,No,69433,39136,283,360,1,Semiurban,Y
Male,Yes,1,Graduate,No,95872,24463,222,480,1,Urban,Y
Female,Yes,2,Graduate,No,34555,23032,350,240,1,Semiurban,Y
Female,Yes,2,Graduate,No,56817,51650,133,300,0,Semiurban,Y
Female,Yes,1,Graduate,No,64894,20187,129,360,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,28670,3361,190,180,1,Rural,Y
Female,Yes,0,Graduate,No,101989,7002,192,360,1,Semiurban,Y
Female,No,1,Graduate,Yes,43276,2634,110,360,1,Semiurban,Y
